customer_id,risk_score,tenure,Retention_Strategy
100047,0.3530765277177199,94,Dedicated Account Manager
100048,0.3881102550448388,57,Exclusive Device Early Access
100049,0.357437790568691,37,Exclusive Device Early Access
100050,0.3128856187150162,63,Automated Retention Voucher
100051,0.5188067169758371,43,Exclusive Device Early Access
100052,0.588682429417147,12,Exclusive Device Early Access
100053,0.4602833566051915,78,Dedicated Account Manager
100054,0.3624982037985985,83,Dedicated Account Manager
100055,0.5745684309224448,10,Exclusive Device Early Access
100056,0.6110676751817079,30,Exclusive Device Early Access
100057,0.37335037527190684,75,Dedicated Account Manager
100058,0.32526481693450154,91,Dedicated Account Manager
100059,0.4407655635305341,109,Dedicated Account Manager
100060,0.3485534505128521,72,Automated Retention Voucher
100061,0.4700979016352956,12,Exclusive Device Early Access
100062,0.3446932836716516,42,Automated Retention Voucher
100063,0.5753414584076885,31,Exclusive Device Early Access
100064,0.17099675955297164,118,Dedicated Account Manager
100065,0.6076364065921881,2,Exclusive Device Early Access
100066,0.41255229337803334,45,Exclusive Device Early Access
100067,0.390368726452812,62,Exclusive Device Early Access
100068,0.5602308770292235,36,Exclusive Device Early Access
100069,0.5383521900677397,87,Dedicated Account Manager
100070,0.5615465104757522,16,Exclusive Device Early Access
100071,0.29183336038203755,111,Dedicated Account Manager
100072,0.36897392999982537,48,Exclusive Device Early Access
100073,0.36224190404706097,44,Exclusive Device Early Access
100074,0.3867505108125133,110,Dedicated Account Manager
100075,0.4644366928225153,18,Exclusive Device Early Access
100076,0.530250680450945,56,Exclusive Device Early Access
100077,0.3867583812296581,4,Exclusive Device Early Access
100078,0.348013168137826,61,Automated Retention Voucher
100079,0.5250390376248283,39,Exclusive Device Early Access
100080,0.39701145061831894,89,Dedicated Account Manager
100081,0.5079073472142639,61,Exclusive Device Early Access
100082,0.6097795914656321,75,Dedicated Account Manager
100083,0.29919008142596093,108,Dedicated Account Manager
100084,0.5948544839851393,114,Dedicated Account Manager
100085,0.5270887585093847,26,Exclusive Device Early Access
100086,0.3539780898719479,60,Exclusive Device Early Access
100087,0.5399472038959188,93,Dedicated Account Manager
100088,0.3658508002196695,16,Exclusive Device Early Access
100089,0.4236843593531599,58,Exclusive Device Early Access
100090,0.36541709227310165,67,Exclusive Device Early Access
100091,0.5339651188809049,104,Dedicated Account Manager
100092,0.5231042614250322,11,Exclusive Device Early Access
100093,0.42028620827103236,103,Dedicated Account Manager
100094,0.555108630515257,29,Exclusive Device Early Access
100095,0.37038548965909024,103,Dedicated Account Manager
100096,0.3801228965949283,78,Dedicated Account Manager
100097,0.3635711254825722,48,Exclusive Device Early Access
100098,0.4192266100748517,16,Exclusive Device Early Access
100099,0.2984832750796595,42,Automated Retention Voucher
100100,0.40778222377702683,89,Dedicated Account Manager
100101,0.5557801013431007,25,Exclusive Device Early Access
100102,0.4739827599647986,80,Dedicated Account Manager
100103,0.35297967872218566,28,Exclusive Device Early Access
100104,0.6234040699612956,10,Exclusive Device Early Access
100105,0.47194309161384623,74,Dedicated Account Manager
100106,0.3200566446578285,97,Dedicated Account Manager
100107,0.19371621043685006,115,Dedicated Account Manager
100108,0.2641422396259043,60,Automated Retention Voucher
100110,0.38280366850736464,82,Dedicated Account Manager
100111,0.5284595107235307,50,Exclusive Device Early Access
100112,0.3667650062078625,5,Exclusive Device Early Access
100113,0.3130235287126093,29,Automated Retention Voucher
100114,0.493691148905033,46,Exclusive Device Early Access
100115,0.2696213349870355,78,Dedicated Account Manager
100116,0.4745030024688514,37,Exclusive Device Early Access
100117,0.4214568071816304,26,Exclusive Device Early Access
100118,0.4358777785103291,108,Dedicated Account Manager
100119,0.5938712126195963,12,Exclusive Device Early Access
100120,0.2878353993456598,94,Dedicated Account Manager
100121,0.4115800440124057,12,Exclusive Device Early Access
100122,0.33718824879565323,39,Automated Retention Voucher
100123,0.22772972678427292,102,Dedicated Account Manager
100124,0.3525360394123233,101,Dedicated Account Manager
100125,0.1984209688136927,46,Automated Retention Voucher
100126,0.5599267361205501,3,Exclusive Device Early Access
100127,0.474772429686001,112,Dedicated Account Manager
100128,0.1860998396314754,106,Dedicated Account Manager
100129,0.2652000142710839,60,Automated Retention Voucher
100130,0.48516014101113764,4,Exclusive Device Early Access
100131,0.5488341133993985,83,Dedicated Account Manager
100132,0.37598498494078064,94,Dedicated Account Manager
100133,0.3778578341671988,99,Dedicated Account Manager
100134,0.25271740265172066,87,Dedicated Account Manager
100135,0.42496249790108126,105,Dedicated Account Manager
100136,0.249462305856338,61,Automated Retention Voucher
100137,0.5498307759323211,20,Exclusive Device Early Access
100138,0.40324666191119857,83,Dedicated Account Manager
100139,0.5357500105245334,26,Exclusive Device Early Access
100140,0.356534870895106,75,Dedicated Account Manager
100141,0.6132066275060137,18,Exclusive Device Early Access
100142,0.6221505357952851,5,Exclusive Device Early Access
100143,0.39823517405795955,54,Exclusive Device Early Access
100144,0.43421697146713173,71,Exclusive Device Early Access
100145,0.3111128108803409,19,Automated Retention Voucher
100146,0.469373389757683,94,Dedicated Account Manager
100147,0.4094495063060896,78,Dedicated Account Manager
100148,0.35583547005355143,96,Dedicated Account Manager
100149,0.5328305838974441,44,Exclusive Device Early Access
100150,0.37075110423340335,79,Dedicated Account Manager
100151,0.5065981290390535,115,Dedicated Account Manager
100152,0.46769811314841375,22,Exclusive Device Early Access
100153,0.4003612662265945,98,Dedicated Account Manager
100154,0.2979807238495021,75,Dedicated Account Manager
100155,0.34390108004134073,87,Dedicated Account Manager
100156,0.4233756858340823,75,Dedicated Account Manager
100157,0.17046230924829525,82,Dedicated Account Manager
100158,0.37746425748330337,93,Dedicated Account Manager
100159,0.48948005604002404,5,Exclusive Device Early Access
100160,0.5976111033813284,4,Exclusive Device Early Access
100161,0.2782561399875684,10,Automated Retention Voucher
100162,0.3944684955336609,111,Dedicated Account Manager
100163,0.34583833911527556,52,Automated Retention Voucher
100164,0.625728396474559,118,Dedicated Account Manager
100165,0.3913563137151389,109,Dedicated Account Manager
100166,0.5193198168342485,42,Exclusive Device Early Access
100167,0.603776446358791,12,Exclusive Device Early Access
100168,0.520297680983264,101,Dedicated Account Manager
100169,0.3726661939602463,50,Exclusive Device Early Access
100170,0.5445625239593471,36,Exclusive Device Early Access
100171,0.5198217987591431,95,Dedicated Account Manager
100172,0.36883155999628503,58,Exclusive Device Early Access
100173,0.44560616878511405,39,Exclusive Device Early Access
100174,0.36817791189177235,48,Exclusive Device Early Access
100175,0.33724073053940623,111,Dedicated Account Manager
100176,0.4228903028634127,36,Exclusive Device Early Access
100177,0.28298754727919967,112,Dedicated Account Manager
100178,0.27789858027848463,71,Automated Retention Voucher
100179,0.44902956291867413,7,Exclusive Device Early Access
100180,0.42246338061256244,14,Exclusive Device Early Access
100181,0.32355587718738377,74,Dedicated Account Manager
100182,0.40346538587616465,17,Exclusive Device Early Access
100183,0.42059322965223517,18,Exclusive Device Early Access
100184,0.32027972837091445,56,Automated Retention Voucher
100185,0.37182330148371656,53,Exclusive Device Early Access
100186,0.5545348677709984,113,Dedicated Account Manager
100187,0.5390760689322928,107,Dedicated Account Manager
100188,0.3505844001650856,111,Dedicated Account Manager
100189,0.5492274375564774,9,Exclusive Device Early Access
100190,0.27744488441970616,96,Dedicated Account Manager
100191,0.3504221231366254,112,Dedicated Account Manager
100192,0.5898610182583772,73,Dedicated Account Manager
100193,0.26921361332691,119,Dedicated Account Manager
100194,0.38707953500798276,96,Dedicated Account Manager
100195,0.5193846158153259,80,Dedicated Account Manager
100196,0.49963347586119133,49,Exclusive Device Early Access
100197,0.3574618327156332,43,Exclusive Device Early Access
100198,0.34816223286615267,48,Automated Retention Voucher
100199,0.25577305606280015,30,Automated Retention Voucher
100200,0.4914458815635649,69,Exclusive Device Early Access
100201,0.39952396441007304,52,Exclusive Device Early Access
100202,0.51179657064935,36,Exclusive Device Early Access
100203,0.38778716539170055,22,Exclusive Device Early Access
100204,0.5645233036896884,62,Exclusive Device Early Access
100205,0.3894830817802898,3,Exclusive Device Early Access
100206,0.26524590749623594,45,Automated Retention Voucher
100207,0.6192936368736585,8,Exclusive Device Early Access
100208,0.3824454353389648,40,Exclusive Device Early Access
100209,0.18259284169008164,79,Dedicated Account Manager
100210,0.47841818665575636,76,Dedicated Account Manager
100211,0.5830264429744844,3,Exclusive Device Early Access
100212,0.557262760097047,85,Dedicated Account Manager
100213,0.5305213726904409,36,Exclusive Device Early Access
100214,0.3625018827914171,57,Exclusive Device Early Access
100215,0.5132690933402438,81,Dedicated Account Manager
100216,0.5858838566148488,5,Exclusive Device Early Access
100217,0.5087537050923546,21,Exclusive Device Early Access
100218,0.5315727843025111,20,Exclusive Device Early Access
100219,0.30551684016226516,40,Automated Retention Voucher
100220,0.6485733349809893,2,Exclusive Device Early Access
100221,0.6284989277645578,4,Exclusive Device Early Access
100222,0.2865953593481053,61,Automated Retention Voucher
100223,0.40598303228123367,14,Exclusive Device Early Access
100224,0.35889033893536987,52,Exclusive Device Early Access
100225,0.5337839896455343,27,Exclusive Device Early Access
100226,0.3175687627125245,119,Dedicated Account Manager
100227,0.38733332930958336,16,Exclusive Device Early Access
100228,0.24422918020909534,58,Automated Retention Voucher
100229,0.2566460892436992,57,Automated Retention Voucher
100230,0.37268208767289585,88,Dedicated Account Manager
100231,0.6084359218278363,16,Exclusive Device Early Access
100233,0.37641433371681887,37,Exclusive Device Early Access
100234,0.6212122014407175,5,Exclusive Device Early Access
100235,0.3540106562539727,87,Dedicated Account Manager
100236,0.42107493717018,65,Exclusive Device Early Access
100237,0.5087275271227867,78,Dedicated Account Manager
100238,0.498977171705007,109,Dedicated Account Manager
100239,0.3292621978961973,46,Automated Retention Voucher
100240,0.3548176680423908,109,Dedicated Account Manager
100241,0.315188359085257,111,Dedicated Account Manager
100242,0.45876283656868616,66,Exclusive Device Early Access
100243,0.5158643798823789,94,Dedicated Account Manager
100244,0.5967791096872815,5,Exclusive Device Early Access
100245,0.20729617116883756,73,Dedicated Account Manager
100246,0.46188732727588244,10,Exclusive Device Early Access
100248,0.3662851738634473,90,Dedicated Account Manager
100249,0.6152584888803642,8,Exclusive Device Early Access
100250,0.20652192550690138,49,Automated Retention Voucher
100251,0.48771215154412856,50,Exclusive Device Early Access
100252,0.43329233308465837,29,Exclusive Device Early Access
100253,0.42772390578753655,65,Exclusive Device Early Access
100254,0.3538154956857137,97,Dedicated Account Manager
100255,0.2780320326395551,118,Dedicated Account Manager
100256,0.3647720835566894,108,Dedicated Account Manager
100257,0.44844693697002336,114,Dedicated Account Manager
100258,0.3900650191962532,25,Exclusive Device Early Access
100259,0.36545506146443507,14,Exclusive Device Early Access
100260,0.6132008262616123,22,Exclusive Device Early Access
100261,0.3516543381125944,117,Dedicated Account Manager
100262,0.5255332252675631,27,Exclusive Device Early Access
100263,0.23970803968960328,90,Dedicated Account Manager
100264,0.49540997776877255,49,Exclusive Device Early Access
100265,0.21634810895068474,82,Dedicated Account Manager
100266,0.2641740157945986,90,Dedicated Account Manager
100267,0.2533586539256037,108,Dedicated Account Manager
100268,0.6166429468825889,11,Exclusive Device Early Access
100269,0.24180413945923374,39,Automated Retention Voucher
100270,0.5609206339369556,15,Exclusive Device Early Access
100271,0.5250747760097447,48,Exclusive Device Early Access
100272,0.4105865877780357,44,Exclusive Device Early Access
100273,0.26450387524526703,104,Dedicated Account Manager
100274,0.5096279975017804,84,Dedicated Account Manager
100275,0.5361607768934761,13,Exclusive Device Early Access
100276,0.35026916391703505,54,Exclusive Device Early Access
100277,0.40662095502270906,85,Dedicated Account Manager
100278,0.5181303552627442,89,Dedicated Account Manager
100279,0.318615310919327,97,Dedicated Account Manager
100280,0.4046036425766158,27,Exclusive Device Early Access
100281,0.355255255964733,106,Dedicated Account Manager
100282,0.5388352928289045,108,Dedicated Account Manager
100283,0.5628220101527912,27,Exclusive Device Early Access
100284,0.3539564865284611,79,Dedicated Account Manager
100285,0.5180967735846255,81,Dedicated Account Manager
100286,0.5679973740805804,105,Dedicated Account Manager
100287,0.34693179175018135,11,Automated Retention Voucher
100288,0.4435216833695245,28,Exclusive Device Early Access
100289,0.29247116578397153,103,Dedicated Account Manager
100290,0.39597228686381053,5,Exclusive Device Early Access
100291,0.5687525189970127,58,Exclusive Device Early Access
100292,0.28906916611337446,35,Automated Retention Voucher
100293,0.3547183014171806,75,Dedicated Account Manager
100294,0.37078082201397705,57,Exclusive Device Early Access
100295,0.2680931613636784,102,Dedicated Account Manager
100296,0.406724065879533,10,Exclusive Device Early Access
100297,0.38270671461757666,61,Exclusive Device Early Access
100298,0.5085268595755836,62,Exclusive Device Early Access
100299,0.5646427237139612,61,Exclusive Device Early Access
100300,0.4215676813827214,10,Exclusive Device Early Access
100301,0.3254696628742266,56,Automated Retention Voucher
100302,0.3444490331797999,105,Dedicated Account Manager
100303,0.3813882623064037,72,Exclusive Device Early Access
100304,0.5601718445181458,13,Exclusive Device Early Access
100305,0.3856364379612655,86,Dedicated Account Manager
100306,0.5293788737549997,111,Dedicated Account Manager
100307,0.5197899854381856,96,Dedicated Account Manager
100308,0.5725716402837445,12,Exclusive Device Early Access
100309,0.39071110449372215,4,Exclusive Device Early Access
100310,0.4699452825034965,21,Exclusive Device Early Access
100311,0.508147693805372,42,Exclusive Device Early Access
100312,0.5492832547084977,111,Dedicated Account Manager
100313,0.3471025270274987,52,Automated Retention Voucher
100314,0.37862018057065966,116,Dedicated Account Manager
100315,0.616983023184467,12,Exclusive Device Early Access
100316,0.31689394618547606,91,Dedicated Account Manager
100317,0.3144309567700089,90,Dedicated Account Manager
100318,0.45143633095752994,115,Dedicated Account Manager
100319,0.3454696610166593,63,Automated Retention Voucher
100320,0.5035148317191998,73,Dedicated Account Manager
100321,0.5957097905697142,1,Exclusive Device Early Access
100322,0.3311204462260805,105,Dedicated Account Manager
100323,0.34828590520455943,76,Dedicated Account Manager
100324,0.355638779864638,84,Dedicated Account Manager
100325,0.5261085763636465,41,Exclusive Device Early Access
100326,0.46575614713720126,10,Exclusive Device Early Access
100327,0.5119883502413937,87,Dedicated Account Manager
100328,0.404730532675532,88,Dedicated Account Manager
100329,0.5114599388756962,22,Exclusive Device Early Access
100330,0.32264575996041944,99,Dedicated Account Manager
100331,0.5985166469792572,1,Exclusive Device Early Access
100332,0.5849493293724259,78,Dedicated Account Manager
100333,0.5884436992103369,11,Exclusive Device Early Access
100334,0.5440597474121556,90,Dedicated Account Manager
100335,0.2198700135750745,53,Automated Retention Voucher
100336,0.5358040392295255,39,Exclusive Device Early Access
100337,0.4686218383149401,90,Dedicated Account Manager
100338,0.28095651393614707,96,Dedicated Account Manager
100339,0.5196517510662816,72,Exclusive Device Early Access
100340,0.4732979611057398,88,Dedicated Account Manager
100341,0.4316508311850887,2,Exclusive Device Early Access
100342,0.4011627105671545,98,Dedicated Account Manager
100343,0.40485352816083603,71,Exclusive Device Early Access
100344,0.34212191982009776,19,Automated Retention Voucher
100345,0.5287792731885876,58,Exclusive Device Early Access
100346,0.3551040730035428,75,Dedicated Account Manager
100347,0.3143855095801664,95,Dedicated Account Manager
100348,0.5239701296101956,62,Exclusive Device Early Access
100349,0.40629600684280537,31,Exclusive Device Early Access
100350,0.39109309588585656,31,Exclusive Device Early Access
100351,0.5502353391642621,86,Dedicated Account Manager
100352,0.36609059905857144,103,Dedicated Account Manager
100353,0.4772710845982418,76,Dedicated Account Manager
100354,0.4601973601985485,96,Dedicated Account Manager
100355,0.3489720394264581,75,Dedicated Account Manager
100356,0.5205046617461684,59,Exclusive Device Early Access
100357,0.3261185861015619,49,Automated Retention Voucher
100358,0.4827423180802076,59,Exclusive Device Early Access
100359,0.532312815440321,2,Exclusive Device Early Access
100360,0.4479330621721787,69,Exclusive Device Early Access
100361,0.6066942578188972,23,Exclusive Device Early Access
100362,0.4710226723508583,108,Dedicated Account Manager
100363,0.3794952288398909,101,Dedicated Account Manager
100364,0.3658206976196862,59,Exclusive Device Early Access
100365,0.5023651707967823,74,Dedicated Account Manager
100366,0.6175936766804003,5,Exclusive Device Early Access
100367,0.5732714148959871,69,Exclusive Device Early Access
100368,0.480293814144659,102,Dedicated Account Manager
100369,0.379941120151338,63,Exclusive Device Early Access
100370,0.6125976867640905,103,Dedicated Account Manager
100371,0.45138789419717457,10,Exclusive Device Early Access
100372,0.31638713269304763,116,Dedicated Account Manager
100373,0.4310622932498237,42,Exclusive Device Early Access
100374,0.4382170699267043,4,Exclusive Device Early Access
100375,0.501283607138003,74,Dedicated Account Manager
100376,0.5327739260250072,74,Dedicated Account Manager
100377,0.3245759522335948,15,Automated Retention Voucher
100378,0.24597858202164796,42,Automated Retention Voucher
100379,0.2606800867728043,110,Dedicated Account Manager
100380,0.4198139109368971,23,Exclusive Device Early Access
100381,0.41118303610149765,9,Exclusive Device Early Access
100382,0.43255325002849,98,Dedicated Account Manager
100383,0.33950682549472977,81,Dedicated Account Manager
100384,0.4460119388581283,60,Exclusive Device Early Access
100385,0.2143264922236441,36,Automated Retention Voucher
100386,0.5677271331644468,104,Dedicated Account Manager
100387,0.5373784101923738,103,Dedicated Account Manager
100388,0.6177230624601591,1,Exclusive Device Early Access
100389,0.5027161850900302,99,Dedicated Account Manager
100390,0.3651610725476911,57,Exclusive Device Early Access
100391,0.38149102157668696,40,Exclusive Device Early Access
100392,0.25313265686302916,42,Automated Retention Voucher
100393,0.5116426921739445,55,Exclusive Device Early Access
100394,0.3762994142168996,69,Exclusive Device Early Access
100395,0.3045424369169892,115,Dedicated Account Manager
100396,0.5937839378272516,3,Exclusive Device Early Access
100397,0.2813864499698659,73,Dedicated Account Manager
100398,0.3847417775349414,8,Exclusive Device Early Access
100399,0.6297706189220714,1,Exclusive Device Early Access
100400,0.44242430048045495,37,Exclusive Device Early Access
100401,0.5366545571335712,93,Dedicated Account Manager
100402,0.37547673939567644,42,Exclusive Device Early Access
100403,0.3160877852227875,43,Automated Retention Voucher
100404,0.26542938828645724,108,Dedicated Account Manager
100405,0.34282099383588516,33,Automated Retention Voucher
100406,0.3887721161707555,92,Dedicated Account Manager
100407,0.3487951514383507,100,Dedicated Account Manager
100408,0.29924469034552037,78,Dedicated Account Manager
100409,0.1859360722022108,116,Dedicated Account Manager
100410,0.21329405769450815,118,Dedicated Account Manager
100411,0.588756181467633,8,Exclusive Device Early Access
100412,0.37189272791989975,21,Exclusive Device Early Access
100413,0.49516238882392594,47,Exclusive Device Early Access
100414,0.32043993831262674,80,Dedicated Account Manager
100415,0.2399294239276189,34,Automated Retention Voucher
100416,0.3612146793038199,76,Dedicated Account Manager
100417,0.5156155802236368,107,Dedicated Account Manager
100418,0.619921345275582,1,Exclusive Device Early Access
100419,0.5811179770367909,104,Dedicated Account Manager
100420,0.5619669982757954,58,Exclusive Device Early Access
100421,0.3385562944703004,108,Dedicated Account Manager
100422,0.4292445215482247,81,Dedicated Account Manager
100423,0.4609228379226944,6,Exclusive Device Early Access
100424,0.3538247151058064,108,Dedicated Account Manager
100425,0.4689628426146584,6,Exclusive Device Early Access
100426,0.3475520165098677,30,Automated Retention Voucher
100427,0.4951306555840818,66,Exclusive Device Early Access
100428,0.2721304298034245,108,Dedicated Account Manager
100429,0.34217659284855845,20,Automated Retention Voucher
100430,0.25486894235790203,65,Automated Retention Voucher
100431,0.4133515602111092,14,Exclusive Device Early Access
100432,0.3600144526368486,41,Exclusive Device Early Access
100433,0.3602186526803901,31,Exclusive Device Early Access
100434,0.25477854275501033,51,Automated Retention Voucher
100435,0.3247690669730589,85,Dedicated Account Manager
100436,0.41184524170155057,86,Dedicated Account Manager
100437,0.42109284232486965,80,Dedicated Account Manager
100438,0.560338451361788,4,Exclusive Device Early Access
100439,0.5773256150895044,94,Dedicated Account Manager
100440,0.3899280740145944,77,Dedicated Account Manager
100441,0.5752290682666134,8,Exclusive Device Early Access
100442,0.48213259207212245,113,Dedicated Account Manager
100443,0.3626012383145513,92,Dedicated Account Manager
100444,0.5968256673282609,83,Dedicated Account Manager
100445,0.5097659869308062,59,Exclusive Device Early Access
100446,0.4834252186368033,95,Dedicated Account Manager
100447,0.5244037871785184,38,Exclusive Device Early Access
100448,0.38597876477911375,87,Dedicated Account Manager
100449,0.380245200059218,73,Dedicated Account Manager
100450,0.38194180272479045,73,Dedicated Account Manager
100451,0.3911217461774646,96,Dedicated Account Manager
100452,0.3485054987980124,21,Automated Retention Voucher
100453,0.4284501512497606,13,Exclusive Device Early Access
100454,0.524889217284158,67,Exclusive Device Early Access
100455,0.5304181708406376,97,Dedicated Account Manager
100456,0.3710556746735875,31,Exclusive Device Early Access
100457,0.532760798977243,68,Exclusive Device Early Access
100458,0.4480434991489092,114,Dedicated Account Manager
100459,0.29124007350142633,74,Dedicated Account Manager
100460,0.5966881459334755,10,Exclusive Device Early Access
100461,0.5478978438841374,105,Dedicated Account Manager
100462,0.3346532067511338,117,Dedicated Account Manager
100463,0.33399970761776954,85,Dedicated Account Manager
100464,0.24643045932255647,73,Dedicated Account Manager
100465,0.3474826295801546,70,Automated Retention Voucher
100466,0.30828739765078694,75,Dedicated Account Manager
100467,0.47529941857829955,40,Exclusive Device Early Access
100468,0.5115541885540333,77,Dedicated Account Manager
100469,0.4656080549421394,61,Exclusive Device Early Access
100470,0.37892883232763336,95,Dedicated Account Manager
100471,0.384471659216255,100,Dedicated Account Manager
100472,0.5218342685710128,85,Dedicated Account Manager
100473,0.2601660085530698,119,Dedicated Account Manager
100474,0.3294360011660987,54,Automated Retention Voucher
100475,0.3578258445234527,90,Dedicated Account Manager
100476,0.37022936425275227,41,Exclusive Device Early Access
100477,0.4939816221016416,95,Dedicated Account Manager
100478,0.5615489375478748,32,Exclusive Device Early Access
100480,0.6419073825476223,2,Exclusive Device Early Access
100481,0.37651918157782227,92,Dedicated Account Manager
100482,0.5425402098476834,35,Exclusive Device Early Access
100483,0.5420769116688255,29,Exclusive Device Early Access
100484,0.37706530628765034,40,Exclusive Device Early Access
100485,0.3672140603670442,51,Exclusive Device Early Access
100486,0.4014573232407339,16,Exclusive Device Early Access
100487,0.3931645055339163,67,Exclusive Device Early Access
100488,0.5828879177196803,15,Exclusive Device Early Access
100489,0.31728606149392147,66,Automated Retention Voucher
100490,0.44864169549417465,44,Exclusive Device Early Access
100491,0.47462245806924186,72,Exclusive Device Early Access
100492,0.3643589235070135,19,Exclusive Device Early Access
100493,0.5756655377294299,116,Dedicated Account Manager
100494,0.6466359069604148,2,Exclusive Device Early Access
100495,0.5101455978455073,102,Dedicated Account Manager
100496,0.6330747652797744,42,Exclusive Device Early Access
100497,0.4116459735336161,99,Dedicated Account Manager
100498,0.20578264073853827,71,Automated Retention Voucher
100499,0.483791275515598,99,Dedicated Account Manager
100500,0.5103504338728034,67,Exclusive Device Early Access
100501,0.49898618178446463,95,Dedicated Account Manager
100502,0.2608033341192164,79,Dedicated Account Manager
100503,0.22309417860974934,81,Dedicated Account Manager
100504,0.4934463802601132,69,Exclusive Device Early Access
100505,0.547639482069016,31,Exclusive Device Early Access
100506,0.2825095884633459,102,Dedicated Account Manager
100507,0.5292601591100405,102,Dedicated Account Manager
100508,0.5112036146040884,87,Dedicated Account Manager
100509,0.2301714744944376,34,Automated Retention Voucher
100510,0.49504708959973787,49,Exclusive Device Early Access
100511,0.2247672653886173,87,Dedicated Account Manager
100512,0.4827818704134494,23,Exclusive Device Early Access
100513,0.555643750133667,14,Exclusive Device Early Access
100514,0.5189542474950849,48,Exclusive Device Early Access
100515,0.37798515122228,66,Exclusive Device Early Access
100516,0.38872709489100005,107,Dedicated Account Manager
100517,0.33764222253422144,38,Automated Retention Voucher
100518,0.6102582813606627,26,Exclusive Device Early Access
100519,0.4911811172528318,84,Dedicated Account Manager
100521,0.47360247133107486,102,Dedicated Account Manager
100522,0.3594947659039177,76,Dedicated Account Manager
100523,0.6312541004692225,2,Exclusive Device Early Access
100524,0.5717053656198546,78,Dedicated Account Manager
100525,0.5690543422509658,14,Exclusive Device Early Access
100526,0.29226676813631697,94,Dedicated Account Manager
100527,0.2648280842108609,111,Dedicated Account Manager
100528,0.32900801446676,73,Dedicated Account Manager
100529,0.39525145620940655,29,Exclusive Device Early Access
100530,0.5651559610973906,36,Exclusive Device Early Access
100531,0.3880572011623584,87,Dedicated Account Manager
100532,0.31933653191719047,91,Dedicated Account Manager
100533,0.37065792829194505,97,Dedicated Account Manager
100534,0.4051837174614694,13,Exclusive Device Early Access
100535,0.42528662558394675,89,Dedicated Account Manager
100536,0.2953983830618064,115,Dedicated Account Manager
100537,0.6281304837378184,4,Exclusive Device Early Access
100538,0.2745260209964178,52,Automated Retention Voucher
100539,0.47128156749159744,88,Dedicated Account Manager
100540,0.3788642636806342,63,Exclusive Device Early Access
100541,0.5107111466842127,115,Dedicated Account Manager
100542,0.33850792102630844,81,Dedicated Account Manager
100543,0.5484481071696012,44,Exclusive Device Early Access
100544,0.526176751420431,75,Dedicated Account Manager
100545,0.5853006268077132,85,Dedicated Account Manager
100546,0.3220478091069533,94,Dedicated Account Manager
100547,0.555601810693912,33,Exclusive Device Early Access
100548,0.3146972009732933,110,Dedicated Account Manager
100549,0.5147668747063852,119,Dedicated Account Manager
100550,0.6178725404029022,26,Exclusive Device Early Access
100551,0.532715610525559,25,Exclusive Device Early Access
100552,0.5309979496738304,46,Exclusive Device Early Access
100553,0.3244843963679759,37,Automated Retention Voucher
100554,0.43173302649199724,23,Exclusive Device Early Access
